name,threads,outer,inner,N,nnz,diarow_sd,diarow_mflops,diarow_sum,bdiarow_sd,bdiarow_mflops,bdiarow_sum,diannz_sd,diannz_mflops,diannz_sum,bdiannz_sd,bdiannz_mflops,bdiannz_sum
dc3,5,30,500,116835,766396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
majorbasis,5,30,25,160000,1750416,1597.98688425,10460.6533865,34537,1006.83171916,13194.0904523,34537,1596.80964155,13534.1443299,34537,1169.71584238,15089.7931034,34537
largebasis,5,30,25,440020,5240084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
crashbasis,5,30,25,160000,1750416,776.117460092,11566.6255507,33147,2258.7724627,11465.6069869,33147,520.237375416,14426.5054945,33147,2621.13394955,13675.125,33147
lshp_778,5,30,25000,778,5272,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_1600,5,30,25000,822,4841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0497,5,30,250000,497,1721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
watt_2,5,30,5000,1856,11550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk06,5,30,25000,420,7860,102.134189756,2995.42682927,5110,52.7612837544,2507.443641,5110,95.8460762836,3645.64007421,5110,65.7931090618,2959.3373494,5110
jagmesh2,5,30,25000,1009,6865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0479,5,30,250000,479,1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_144,5,30,250000,144,1296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
psmigr_1,5,30,500,3140,543160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr10,5,30,5000,5300,21842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh4,5,30,25000,1440,9504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
494_bus,5,30,250000,494,1666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_800,5,30,25000,822,4534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_187,5,30,250000,187,1491,108.248013913,1652.01654602,56718,51.0365431298,1003.58985865,56718,105.215104575,1523.60515021,56718,37.6584339456,1008.88668351,56718
impcol_d,5,30,250000,425,1255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_96,5,30,250000,96,768,82.4299965298,1880.81632653,7207,25.435808555,1051.09489051,7207,92.8074564982,1965.87030717,7207,18.2306643984,1069.9359153,7207
bcsstk20,5,30,25000,485,3135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_1000,5,30,25000,822,4661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp2614,5,30,5000,2614,17980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr08,5,30,25000,1624,6050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_62,5,30,250000,62,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_229,5,30,250000,229,1777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nos3,5,30,5000,960,15844,975.480551881,10802.7272727,20900,556.599822504,8985.25519849,20900,453.435238522,8834.94423792,20900,381.024757308,7438.49765258,20900
bcsstk09,5,30,5000,1083,18437,417.611820622,7867.85206259,8212,248.726486577,7484.57374831,8212,285.298824071,6386.95150115,8212,253.472588146,6078.13186813,8212
dwt_72,5,30,250000,72,222,25.1268178279,538.051381483,65060,15.4787270854,390.249619126,65060,26.5980657542,480.519480519,65060,15.0865636085,358.913558957,65060
fs_183_3,5,30,250000,183,1069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_541_1,5,30,25000,541,4282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_183_1,5,30,250000,183,998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr02,5,30,250000,49,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh7,5,30,25000,1138,7450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_541_4,5,30,25000,541,4273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
orsirr_1,5,30,25000,1030,6858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm07,5,30,25000,420,7252,203.918987163,3794.20997558,42396,92.9603693674,2936.825054,42396,216.101759892,4195.14076359,42396,106.071149071,3105.33828147,42396
ash292,5,30,25000,292,2208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm23,5,30,25000,3134,3134,3042.27233825,22820.3883495,48616,2970.54788895,19345.6790123,48616,1832.81422398,23742.4242424,48616,2497.09074781,19109.7560976,48616
dwt_419,5,30,25000,419,3563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
will199,5,30,250000,199,701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
steam2,5,30,25000,600,5660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0067,5,30,250000,67,294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
saylr4,5,30,5000,3564,22316,1015.51305728,21253.3333333,12749,1260.24776036,18700.5586592,12749,930.599302108,21666.0194175,12749,1002.96016763,19293.3717579,12749
cegb2802,5,30,500,2802,277362,97.860619937,4961.75313059,36096,133.749599922,4874.55184534,36096,161.089054608,4584.49586777,36096,161.97391352,4537.00109051,36096
nos7,5,30,25000,729,4617,379.859170679,8689.46047679,25706,245.862893928,7038.1097561,25706,546.99638253,9308.46774194,25706,173.897692662,7406.95187166,25706
str_200,5,30,25000,363,3068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_992,5,30,5000,992,16744,747.044691734,9568,64232,326.286858535,8751.2195122,64232,465.781426265,9810.9375,64232,323.969078794,8442.35294118,64232
bcsstm12,5,30,5000,1473,19659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk15,5,30,500,3948,117816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk27,5,30,2500,1224,56126,101.395573217,5703.86178862,26979,165.69410321,5582.82493369,26979,215.817727412,5582.82493369,26979,61.560419623,5557.02970297,26979
dwt_2680,5,30,5000,2680,25026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sherman2,5,30,5000,1080,23094,76.7098384012,5031.37254902,34410,69.7109942403,4768.20371645,34410,87.2106817588,3940.9556314,34410,94.5821735432,3792.1182266,34410
str_600,5,30,25000,363,3279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nos6,5,30,25000,675,3255,295.637651148,7454.19847328,28655,132.943940374,5479.7979798,28655,219.278177433,7713.27014218,28655,85.9961000346,5580.0,28655
shl_400,5,30,250000,663,1712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_0,5,30,25000,822,3276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gre_216b,5,30,250000,216,812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sherman5,5,30,5000,3312,20793,197.179369922,5884.81132075,14559,150.985399074,5515.38461538,14559,197.488066152,5975.0,14559,373.351205123,5614.67146715,14559
jagmesh9,5,30,25000,1349,9101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr05,5,30,250000,443,1623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_24,5,30,250000,24,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp1561,5,30,5000,1561,10681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp_577,5,30,25000,577,3889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_760_3,5,30,25000,760,5816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gemat12,5,30,5000,4929,33044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jpwh_991,5,30,25000,991,6027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cegb3306,5,30,2500,3306,74916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_73,5,30,250000,73,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk04,5,30,25000,132,3648,72.4259833157,1164.50308576,51962,55.7615060389,1085.71428571,51962,88.7835829827,1085.49890895,51962,55.6692320882,1017.28945901,51962
dwt_59,5,30,250000,59,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk18,5,30,500,11948,149090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_600,5,30,25000,822,4172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm20,5,30,250000,485,485,637.613437772,11621.4057508,9382,140.265469658,4613.18960051,9382,397.616976444,11771.8446602,9382,177.632574936,4657.49039693,9382
bcsstk19,5,30,25000,817,6853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0989,5,30,25000,989,3518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk16,5,30,500,4884,290378,381.81339905,9657.80487805,52854,391.684068777,9468.84782609,52854,185.996933117,9027.29533679,52854,304.207245979,8925.55327869,52854
bcsstk26,5,30,5000,1922,30336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_680_1,5,30,25000,680,2184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm24,5,30,25000,3562,3562,1118.99366862,21719.5121951,47146,981.924572857,18616.7247387,47146,1867.99451687,21372.0,47146,1203.37218814,18552.0833333,47146
jgl011,5,30,500000,11,76,18.6021876785,188.492063492,4125,2.59773790168,94.7355299788,6728,11.2069931881,157.993209064,7220,1.46234929383,94.0943419586,6728
bcsstk30,5,30,25,28924,2043492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ash85,5,30,250000,85,523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
shl_0,5,30,250000,663,1687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_680_3,5,30,25000,680,2471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_869,5,30,25000,869,7285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk07,5,30,25000,420,7860,141.937938283,2985.56596607,5110,80.4056738084,2494.18235667,5110,198.638032664,3526.77236016,5110,115.298537854,2955.62797694,5110
plskz362,5,30,250000,362,880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cegb2919,5,30,500,2919,321543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm01,5,30,500000,48,24,28.1486198731,563.821456539,29416,8.10967681401,342.042755344,29416,52.6529207275,753.138075314,29416,12.2144902403,387.096774194,29416
lnsp_131,5,30,250000,131,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
watt_1,5,30,5000,1856,11360,1014.28571429,15214.2857143,30800,908.591755635,12716.4179104,30800,1007.46059784,15282.5112108,30800,1312.1729611,12042.4028269,30800
gre_115,5,30,250000,115,421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mcfe,5,30,5000,765,24382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm19,5,30,250000,817,817,457.380249574,10078.125,42213,137.342944714,6737.21825179,42213,471.364448332,10119.7357556,42213,72.8753192568,6682.11559433,42213
bcsstm06,5,30,250000,420,420,283.199608946,6274.90039841,65049,145.181621384,3684.21052632,65049,444.90594413,6225.29644269,65049,148.968022831,3629.03225806,65049
1138_bus,5,30,25000,1138,4054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
man_5976,5,30,500,5976,225046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk28,5,30,500,4410,219024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gre_185,5,30,250000,185,975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm10,5,30,5000,1086,22092,105.577315456,4368.88595913,41777,96.4315323138,4208,41777,93.5961139034,3919.33767002,41777,54.6670248694,3782.87671233,41777
bcsstk14,5,30,2500,1806,63454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_715,5,30,25000,715,6665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr03,5,30,250000,118,476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr06,5,30,25000,1454,5300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh6,5,30,25000,1377,8993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_198,5,30,250000,198,1392,110.146877514,2013.88888889,27297,48.6623648372,1266.2219527,27297,100.891027523,2221.04031486,27297,43.4817609303,1316.76861954,27297
lshp2233,5,30,5000,2233,15337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm21,5,30,25000,3600,3600,2093.38880909,26341.4634146,31538,2158.4309681,22406.6390041,31538,3035.49268605,25233.6448598,31538,1740.10664837,22978.7234043,31538
dwt_1007,5,30,25000,1007,8575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh3,5,30,25000,1089,7361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_1200,5,30,25000,822,4726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_607,5,30,25000,607,5131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
impcol_c,5,30,250000,137,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr04,5,30,250000,274,1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm26,5,30,250000,1922,1922,470.186666481,17357.0138471,23666,554.370830423,13728.5714286,23666,645.529516306,17109.7922849,23666,506.168830694,13434.2963653,23666
dwt_245,5,30,250000,245,1461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nos2,5,30,25000,957,4137,437.157637523,6672.58064516,3472,341.669385948,6249.24471299,3472,500.476196603,6636.89839572,3472,307.109006747,5995.65217391,3472
nos1,5,30,250000,237,1017,144.590730664,2237.78788323,15634,60.9455333948,2032.10337019,15634,81.012075603,2269.07630522,15634,42.223004216,2033.72883616,15634
bcsstk24,5,30,500,3562,159910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk22,5,30,250000,138,696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_292,5,30,25000,292,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm09,5,30,250000,1083,1083,786.772736087,12862.2327791,39874,96.2249568112,8771.59827214,39874,450.574204328,13447.8476821,39874,194.773979092,9019.98889506,39874
bcsstk13,5,30,2500,2003,83883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_680_2,5,30,25000,680,2424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
plat362,5,30,25000,362,5786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lnsp3937,5,30,5000,3937,25407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
plsk1919,5,30,25000,1919,4831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nos5,5,30,25000,468,5172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
saylr1,5,30,250000,238,1128,463.00771177,4586.60883708,41968,138.626899774,3597.70359345,41968,301.480926959,4082.026538,41968,133.45244678,3234.56318104,41968
mahindas,5,30,25000,1258,7682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk29,5,30,500,13992,619488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gent113,5,30,250000,113,655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk03,5,30,250000,112,640,16.4114989304,1629.32790224,12024,30.0172725748,844.327176781,12024,14.4934487414,2031.31612357,12024,31.9840397417,905.489530277,12024
west0132,5,30,250000,132,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_87,5,30,250000,87,541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm08,5,30,250000,1074,1074,568.617300911,13097.5609756,19174,160.321445491,8726.9772481,19174,771.635472723,12546.728972,19174,130.300334053,8628.81628281,19174
gre_512,5,30,250000,512,1976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0381,5,30,25000,381,2134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm11,5,30,250000,1473,1473,422.61096475,15354.4127867,21117,246.538961985,10884.2364532,21117,744.448908292,14555.3359684,21117,300.522255658,10841.5112856,21117
bcsstk32,5,30,25,44609,2014701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_193,5,30,25000,193,3493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
impcol_e,5,30,250000,225,1303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_310,5,30,25000,310,2448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_541_2,5,30,25000,541,4282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
saylr3,5,30,25000,1000,3750,400.190908031,7550.33557047,24729,190.681703029,5787.03703704,24729,488.481548101,7560.48387097,24729,169.478579522,5798.96907216,24729
bcsstk01,5,30,250000,48,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk10,5,30,5000,1086,22070,77.8398731881,3892.41622575,18042,88.4693896727,3772.64957265,18042,134.453602746,3943.41870161,18042,58.8856609524,3813.94009217,18042
dwt_162,5,30,250000,162,1182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mbeause,5,30,5000,496,41063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
steam3,5,30,250000,80,314,34.9667855196,1525.75315841,13566,18.4201950453,511.234125692,13566,13.4692733891,996.825396825,13566,13.8268325463,462.990268357,13566
pores_3,5,30,25000,532,3474,330.692060294,5074.00194742,50281,76.2411927442,3141.04882459,50281,334.632004381,4271.31147541,50281,63.5136167845,2906.30228667,50281
bcsstk17,5,30,500,10974,428650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm03,5,30,500000,112,72,137.085860703,1537.36654804,31476,78.0276875975,663.186981885,31476,199.449378932,1115.70247934,31476,59.9081741961,629.55406587,31476
shl_200,5,30,250000,663,1726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_758,5,30,25000,758,5994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west2021,5,30,25000,2021,7310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gre_343,5,30,250000,343,1310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_200,5,30,25000,822,3802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_209,5,30,250000,209,1743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_66,5,30,250000,66,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
impcol_a,5,30,250000,207,572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk25,5,30,500,15439,252241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rgg010,5,30,500000,10,76,21.5939256413,206.316170482,30204,2.64211089489,89.0520642112,43839,18.9505520724,205.497972059,34811,2.03384441397,89.862840927,43839
dwt_512,5,30,25000,512,3502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_1005,5,30,25000,1005,8621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_918,5,30,25000,918,7384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp3025,5,30,5000,3025,20833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zenios,5,30,250000,2873,1314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lns_511,5,30,25000,511,2796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nos4,5,30,250000,100,594,23.5981192179,1165.01046025,41499,14.7468000223,514.463883596,41499,4.61483990448,775.929635113,41499,10.6333094441,459.776046236,41499
bcspwr01,5,30,250000,39,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west1505,5,30,25000,1505,5414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp_265,5,30,250000,265,1753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
orsirr_2,5,30,25000,886,5970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
orsreg_1,5,30,5000,2205,14133,1011.05667016,19629.1666667,44503,963.187825998,16433.7209302,44503,1844.9244022,19999.5283019,44503,1225.67616052,16433.7209302,44503
lock3491,5,30,500,3491,160444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_256,5,30,25000,256,2916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk02,5,30,25000,66,4356,4.21048960283,1173.70217352,52078,20.3110249043,1436.04395604,52078,12.0342018752,1288.5032538,52078,26.5843981661,1578.6421841,52078
ibm32,5,30,250000,32,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sherman4,5,30,25000,1104,3786,359.99027805,7811.55433287,11035,298.602195911,6331.10367893,11035,270.580652107,7308.88030888,11035,152.032879977,6093.34763948,11035
orani678,5,30,2500,2529,90158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lap_25,5,30,250000,25,169,30.4537396601,748.449955713,22009,3.37158499918,295.626822157,22009,25.7216011846,686.247969681,22009,1.34695913656,289.152503707,22009
can_1054,5,30,5000,1054,12196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm13,5,30,5000,2003,21181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0156,5,30,250000,156,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh5,5,30,25000,1180,7750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_503,5,30,25000,503,6027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nnc666,5,30,25000,666,4032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk33,5,30,500,8738,591904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blckhole,5,30,5000,2132,14872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lund_b,5,30,25000,147,2441,85.2868910453,1305.34759358,28129,67.3518764366,1003.97587058,28129,54.0410786874,1221.31420947,28129,67.7755920519,919.051204819,28129
bcsstm04,5,30,500000,132,66,245.538087759,1313.86861314,13409,69.4187698366,607.175712971,13409,226.262055084,1234.41396509,13409,106.308791358,609.981515712,13409
bcsstm22,5,30,250000,138,138,84.8201126815,3438.53820598,14712,49.3399225832,1691.17647059,14712,60.5346290192,3812.15469613,14712,78.112831955,1685.66775244,14712
gre_216a,5,30,250000,216,812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lock_700,5,30,5000,700,22175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
str_0,5,30,25000,363,2454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk05,5,30,25000,153,2423,48.5788052367,1317.3251178,46936,28.9149410691,1064.58699473,46936,29.1156393903,1295.26015681,46936,27.3849782387,1101.02999091,46936
impcol_b,5,30,250000,59,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_361,5,30,25000,361,2953,161.251954126,1488.90756303,41290,124.424132695,1298.21219226,41290,194.051034089,1560.78224101,41290,126.285692922,1323.42396176,41290
lock2232,5,30,2500,2232,80352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk31,5,30,25,35588,1181416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lns_3937,5,30,5000,3937,25407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
plat1919,5,30,5000,1919,32399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lns_131,5,30,250000,131,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
662_bus,5,30,25000,662,2474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
arc130,5,30,250000,130,1037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_183_6,5,30,250000,183,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr07,5,30,25000,1612,5824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm02,5,30,500000,66,66,208.955622381,1852.19831618,50875,67.9748514769,709.931875224,50875,317.405771976,1462.3338257,50875,72.2418860897,671.869697998,50875
can_268,5,30,25000,268,3082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm05,5,30,250000,153,153,192.287274556,3883.24873096,23605,88.1109794429,1902.98507463,23605,310.803283749,3602.82574568,23605,109.308830867,1809.93690852,23605
lshp1882,5,30,5000,1882,12904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_221,5,30,250000,221,1629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk23,5,30,5000,3134,45178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0167,5,30,250000,167,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_400,5,30,25000,822,4028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sherman1,5,30,25000,1000,3750,506.04090677,7333.76792699,64426,179.819522608,5835.06224066,64426,431.146531549,7248.71134021,64426,140.460441783,5745.65883555,64426
can_61,5,30,250000,61,557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gre_1107,5,30,25000,1107,5664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh8,5,30,25000,1141,7465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_760_2,5,30,25000,760,5739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
psmigr_2,5,30,500,3140,540022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_592,5,30,25000,592,5104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sherman3,5,30,5000,5005,20033,678.735019991,15331.377551,43492,1032.15546392,13689.977221,43492,740.109302249,15815.5263158,43492,1004.21349579,14275.2969121,43492
